"AÑO","PROVINCIA","CANTON","ASESINATO","FEMICIDIO","HOMICIDIO","SICARIATO","TOTAL"
"2020","LOS RÍOS","BUENA FE","7","0","1","0","8"
"2020","LOS RÍOS","MOCACHE","1","0","0","0","1"
"2020","LOS RÍOS","MONTALVO","0","0","0","0","0"
"2020","LOS RÍOS","PALENQUE","3","0","0","0","3"
"2020","LOS RÍOS","PUEBLOVIEJO","12","0","1","0","13"
"2020","LOS RÍOS","QUEVEDO","31","2","4","1","38"
"2020","LOS RÍOS","QUINSALOMA","2","0","0","0","2"
"2020","LOS RÍOS","URDANETA","0","1","0","2","3"
"2020","LOS RÍOS","VALENCIA","1","0","0","0","1"
"2020","LOS RÍOS","VENTANAS","8","0","2","1","11"
"2020","LOS RÍOS","VINCES","2","3","1","0","6"
"2020","MANABÍ","24 DE MAYO","0","0","0","0","0"
"2020","MANABÍ","BOLIVAR","5","1","1","0","7"
"2020","MANABÍ","CHONE","16","0","1","0","17"
"2020","MANABÍ","EL CARMEN","8","0","0","0","8"
"2020","MANABÍ","FLAVIO ALFARO","2","0","0","0","2"
"2020","MANABÍ","JAMA","0","0","1","0","1"
"2020","MANABÍ","JARAMIJO","0","1","0","0","1"
"2020","MANABÍ","JIPIJAPA","4","0","0","0","4"
"2020","MANABÍ","JUNIN","0","0","0","0","0"
"2020","MANABÍ","MANTA","27","2","0","1","30"
"2020","MANABÍ","MONTECRISTI","6","2","1","0","9"
"2020","MANABÍ","OLMEDO","0","0","0","0","0"
"2020","MANABÍ","PAJAN","3","0","0","0","3"
"2020","MANABÍ","PEDERNALES","13","0","1","0","14"
"2020","MANABÍ","PICHINCHA","2","0","0","0","2"
"2020","MANABÍ","PORTOVIEJO","10","1","1","0","12"
"2020","MANABÍ","PUERTO LOPEZ","0","0","0","0","0"
"2020","MANABÍ","ROCAFUERTE","0","0","0","0","0"
"2020","MANABÍ","SAN VICENTE","4","0","0","0","4"
"2020","MANABÍ","SANTA ANA","3","0","0","0","3"
"2020","MANABÍ","SUCRE","1","0","0","0","1"
"2020","MANABÍ","TOSAGUA","0","1","0","0","1"
"2020","MORONA SANTIAGO","GUALAQUIZA","0","0","1","0","1"
"2020","MORONA SANTIAGO","HUAMBOYA","0","0","1","0","1"
"2020","MORONA SANTIAGO","LIMON INDANZA","0","0","0","0","0"
"2020","MORONA SANTIAGO","LOGRONO","0","0","0","0","0"
"2020","MORONA SANTIAGO","MORONA","2","1","1","0","4"
"2020","MORONA SANTIAGO","PABLO SEXTO","0","0","0","0","0"
"2020","MORONA SANTIAGO","PALORA","1","0","0","0","1"
"2020","MORONA SANTIAGO","SAN JUAN BOSCO","0","0","0","0","0"
"2020","MORONA SANTIAGO","SANTIAGO","0","0","0","0","0"
"2020","MORONA SANTIAGO","SUCUA","3","0","1","0","4"
"2020","MORONA SANTIAGO","TAISHA","0","0","0","0","0"
"2020","MORONA SANTIAGO","TIWINTZA","0","0","0","0","0"
"2020","NAPO","ARCHIDONA","1","0","0","0","1"
"2020","NAPO","CARLOS JULIO AROSEMENA TOLA","0","0","0","0","0"
"2020","NAPO","EL CHACO","0","0","0","0","0"
"2020","NAPO","QUIJOS","0","0","0","0","0"
"2020","NAPO","TENA","1","0","1","0","2"
"2020","ORELLANA","AGUARICO","0","0","0","0","0"
"2020","ORELLANA","LA JOYA DE LOS SACHAS","3","1","0","0","4"
"2020","ORELLANA","LORETO","0","0","0","0","0"
"2020","ORELLANA","ORELLANA","1","0","0","0","1"
"2020","PASTAZA","ARAJUNO","0","0","0","0","0"
"2020","PASTAZA","MERA","1","0","0","0","1"
"2020","PASTAZA","PASTAZA","1","0","0","0","1"
"2020","PASTAZA","SANTA CLARA","0","0","0","0","0"
"2020","PICHINCHA","CAYAMBE","0","0","3","0","3"
"2020","PICHINCHA","MEJIA","1","0","1","0","2"
"2020","PICHINCHA","PEDRO MONCAYO","3","1","0","0","4"
"2020","PICHINCHA","PEDRO VICENTE MALDONADO","0","0","0","0","0"
"2020","PICHINCHA","PUERTO QUITO","1","0","0","0","1"
"2020","PICHINCHA","QUITO","26","8","110","0","144"
"2020","PICHINCHA","RUMINAHUI","0","2","2","0","4"
"2020","PICHINCHA","SAN MIGUEL DE LOS BANCOS","0","1","0","0","1"
"2020","SANTA ELENA","LA LIBERTAD","4","0","0","0","4"
"2020","SANTA ELENA","SALINAS","5","0","1","3","6"
"2020","SANTA ELENA","SANTA ELENA","4","0","1","0","5"
"2020","SANTO DOMINGO DE LOS TSÁCHILAS","LA CONCORDIA","2","0","4","0","6"
"2020","SANTO DOMINGO DE LOS TSÁCHILAS","SANTO DOMINGO","12","2","16","4","30"
"2020","SUCUMBÍOS","CASCALES","0","0","1","0","1"
"2020","SUCUMBÍOS","CUYABENO","3","0","0","0","3"
"2020","SUCUMBÍOS","GONZALO PIZARRO","0","0","0","0","0"
"2020","SUCUMBÍOS","LAGO AGRIO","14","0","2","0","16"
"2020","SUCUMBÍOS","PUTUMAYO","2","0","1","0","3"
"2020","SUCUMBÍOS","SHUSHUFINDI","6","2","0","0","8"
"2020","SUCUMBÍOS","SUCUMBIOS","0","0","2","0","2"
"2020","TUNGURAHUA","AMBATO","7","2","6","0","15"
"2020","TUNGURAHUA","BANOS DE AGUA SANTA","0","0","0","0","0"
"2020","TUNGURAHUA","CEVALLOS","0","0","0","0","0"
"2020","TUNGURAHUA","MOCHA","0","0","0","0","0"
"2020","TUNGURAHUA","PATATE","0","0","0","0","0"
"2020","TUNGURAHUA","QUERO","0","0","0","0","0"
"2020","TUNGURAHUA","SAN PEDRO DE PELILEO","1","0","0","0","1"
"2020","TUNGURAHUA","SANTIAGO DE PILLARO","1","0","1","0","2"
"2020","TUNGURAHUA","TISALEO","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","CHINCHIPE","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","EL PANGUI","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","NANGARITZA","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","PALANDA","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","PAQUISHA","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","TACUAMBI","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","YANTZAZA (YANZATZA)","0","0","0","0","0"
"2020","ZAMORA CHINCHIPE","ZAMORA","0","0","1","0","1"
"2020","ZONAS NO DELIMITADAS","EL PIEDRERO","9","0","1","0","10"
"2020","ZONAS NO DELIMITADAS","LAS GOLONDRINAS","0","0","0","0","0"
"2020","ZONAS NO DELIMITADAS","MANGA DEL CURA","4","0","0","0","4"
"2020",".TOTAL","","1,026","73","262","18","1,372"
"2019","AZUAY","CAMILO PONCE ENRIQUEZ","2","0","1","0","3"
"2019","AZUAY","CHORDELEG","0","0","0","0","0"
"2019","AZUAY","CUENCA","10","1","5","0","16"
"2019","AZUAY","EL PAN","0","0","0","0","0"
"2019","AZUAY","GIRON","0","0","0","0","0"
"2019","AZUAY","GUACHAPALA","0","0","0","0","0"
"2019","AZUAY","GUALACEO","0","0","1","0","1"
"2019","AZUAY","NABON","0","0","1","0","1"
"2019","AZUAY","OÑA","0","0","0","0","0"
"2019","AZUAY","PAUTE","0","0","0","0","0"
"2019","AZUAY","PUCARA","0","0","0","0","0"
"2019","AZUAY","SAN FERNANDO","1","0","0","0","1"
"2019","AZUAY","SANTA ISABEL","2","0","0","0","2"
"2019","AZUAY","SEVILLA DE ORO","0","0","0","0","0"
"2019","AZUAY","SIGSIG","0","0","0","0","0"
"2019","BOLÍVAR","CALUMA","1","0","0","0","1"
"2019","BOLÍVAR","CHILLANES","1","0","0","0","1"
"2019","BOLÍVAR","CHIMBO","2","0","0","0","2"
"2019","BOLÍVAR","ECHEANDIA","0","0","0","3","3"
"2019","BOLÍVAR","GUARANDA","0","0","1","0","1"
"2019","BOLÍVAR","LAS NAVES","0","0","0","0","0"
"2019","BOLÍVAR","SAN MIGUEL DE BOLIVAR","1","0","0","0","1"
"2019","CAÑAR","AZOGUES","0","0","0","0","0"
"2019","CAÑAR","BIBLIAN","0","0","0","0","0"
"2019","CAÑAR","CANAR","0","0","1","0","1"
"2019","CAÑAR","DELEG","0","0","0","0","0"
"2019","CAÑAR","EL TAMBO","2","0","0","0","2"
"2019","CAÑAR","LA TRONCAL","2","0","1","0","3"
"2019","CAÑAR","SUSCAL","0","0","0","0","0"
"2019","CARCHI","BOLIVAR","0","0","0","0","0"
"2019","CARCHI","ESPEJO","0","1","1","0","2"
"2019","CARCHI","MIRA","0","0","0","0","0"
"2019","CARCHI","MONTUFAR","0","0","0","0","0"
"2019","CARCHI","SAN PEDRO DE HUACA","0","0","0","0","0"
"2019","CARCHI","TULCAN","1","1","1","0","3"
"2019","CHIMBORAZO","ALAUSI","1","0","0","0","1"
"2019","CHIMBORAZO","CHAMBO","0","0","0","0","0"
"2019","CHIMBORAZO","CHUNCHI","0","0","0","0","0"
"2019","CHIMBORAZO","COLTA","0","0","2","0","2"
"2019","CHIMBORAZO","CUMANDA","0","0","0","0","0"
"2019","CHIMBORAZO","GUAMOTE","0","0","0","0","0"
"2019","CHIMBORAZO","GUANO","0","0","1","0","1"
"2019","CHIMBORAZO","PALLATANGA","0","0","0","0","0"
"2019","CHIMBORAZO","PENIPE","0","0","0","0","0"
"2019","CHIMBORAZO","RIOBAMBA","6","0","3","0","9"
"2019","COTOPAXI","LA MANA","1","1","0","0","2"
"2019","COTOPAXI","LATACUNGA","10","4","6","0","20"
"2019","COTOPAXI","PANGUA","0","0","1","0","1"
"2019","COTOPAXI","PUJILI","0","0","0","0","0"
"2019","COTOPAXI","SALCEDO","3","1","0","0","4"
"2019","COTOPAXI","SAQUISILI","0","0","0","0","0"
"2019","COTOPAXI","SIGCHOS","1","0","0","0","1"
"2019","EL ORO","ARENILLAS","3","0","2","0","5"
"2019","EL ORO","ATAHUALPA","0","0","0","0","0"
"2019","EL ORO","BALSAS","0","0","0","0","0"
"2019","EL ORO","CHILLA","2","0","0","0","2"
"2019","EL ORO","EL GUABO","11","0","1","1","13"
"2019","EL ORO","HUAQUILLAS","13","2","2","0","17"
"2019","EL ORO","LAS LAJAS","0","0","0","0","0"
"2019","EL ORO","MACHALA","21","2","8","0","31"
"2019","EL ORO","MARCABELI","0","0","0","0","0"
"2019","EL ORO","PASAJE","7","0","3","0","10"
"2019","EL ORO","PINAS","0","0","1","0","1"
"2019","EL ORO","PORTOVELO","1","0","0","0","1"
"2019","EL ORO","SANTA ROSA","1","1","3","0","5"
"2019","EL ORO","ZARUMA","2","0","0","0","2"
"2019","ESMERALDAS","ATACAMES","5","0","1","0","6"
"2019","ESMERALDAS","ELOY ALFARO","3","0","1","0","4"
"2019","ESMERALDAS","ESMERALDAS","22","0","2","0","24"
"2019","ESMERALDAS","MUISNE","3","0","0","0","3"
"2019","ESMERALDAS","QUININDE","7","0","4","0","11"
"2019","ESMERALDAS","RIOVERDE","0","0","1","0","1"
"2019","ESMERALDAS","SAN LORENZO","15","0","3","0","18"
"2019","GALAPAGOS","ISABELA","0","0","0","0","0"
"2019","GALAPAGOS","SAN CRISTOBAL","0","0","0","0","0"
"2019","GALAPAGOS","SANTA CRUZ","0","0","0","0","0"
"2019","GUAYAS","ALFREDO BAQUERIZO MORENO (JUJAN)","2","0","0","0","2"
"2019","GUAYAS","BALAO","2","0","1","0","3"
"2019","GUAYAS","BALZAR","4","0","0","0","4"
"2019","GUAYAS","COLIMES","2","0","0","0","2"
"2019","GUAYAS","CORONEL MARCELINO MARIDUENA","1","0","1","0","2"
"2019","GUAYAS","DAULE","7","2","0","1","10"
"2019","GUAYAS","DURAN","24","3","1","0","28"
"2019","GUAYAS","EL EMPALME","9","0","0","0","9"
"2019","GUAYAS","EL TRIUNFO","12","2","0","0","14"
"2019","GUAYAS","GENERAL ANTONIO ELIZALDE","0","0","0","0","0"
"2019","GUAYAS","GUAYAQUIL","248","5","16","0","269"
"2019","GUAYAS","ISIDRO AYORA","3","0","0","0","3"
"2019","GUAYAS","LOMAS DE SARGENTILLO","1","0","0","0","1"
"2019","GUAYAS","MILAGRO","21","3","1","0","25"
"2019","GUAYAS","NARANJAL","7","0","1","0","8"
"2019","GUAYAS","NARANJITO","4","0","0","0","4"
"2019","GUAYAS","NOBOL","1","0","0","0","1"
"2019","GUAYAS","PALESTINA","3","0","0","0","3"
"2019","GUAYAS","PEDRO CARBO","3","0","1","0","4"
"2019","GUAYAS","PLAYAS","1","0","0","0","1"
"2019","GUAYAS","SALITRE (URBINA JADO)","3","0","0","0","3"
"2019","GUAYAS","SAMBORONDON","1","0","0","0","1"
"2019","GUAYAS","SAN JACINTO DE YAGUACHI","6","0","0","0","6"
"2019","GUAYAS","SANTA LUCIA","3","0","0","0","3"
"2019","GUAYAS","SIMON BOLIVAR","1","1","1","0","3"
"2019","IMBABURA","ANTONIO ANTE","1","0","1","0","2"
"2019","IMBABURA","COTACACHI","1","0","0","0","1"
"2019","IMBABURA","IBARRA","8","1","2","0","11"
"2019","IMBABURA","OTAVALO","1","0","2","0","3"
"2019","IMBABURA","PIMAMPIRO","1","0","1","0","2"
"2019","IMBABURA","SAN MIGUEL DE URCUQUI","6","0","0","0","6"
"2019","LOJA","CALVAS","1","0","0","0","1"
"2019","LOJA","CATAMAYO","0","0","0","0","0"
"2019","LOJA","CELICA","0","0","0","0","0"
"2019","LOJA","CHAGUARPAMBA","0","0","0","0","0"
"2019","LOJA","ESPINDOLA","0","0","0","0","0"
"2019","LOJA","GONZANAMA","0","0","0","0","0"
"2019","LOJA","LOJA","3","0","1","0","4"
"2019","LOJA","MACARA","0","1","0","0","1"
"2019","LOJA","OLMEDO","1","0","0","0","1"
"2019","LOJA","PALTAS","0","0","0","0","0"
"2019","LOJA","PINDAL","0","0","0","0","0"
"2019","LOJA","PUYANGO","0","0","0","0","0"
"2019","LOJA","QUILANGA","0","0","0","0","0"
"2019","LOJA","SARAGURO","0","1","1","0","2"
"2019","LOJA","SOZORANGA","0","0","0","0","0"
"2019","LOJA","ZAPOTILLO","0","0","0","0","0"
"2019","LOS RÍOS","BABA","5","0","0","0","5"
"2019","LOS RÍOS","BABAHOYO","11","1","5","0","17"
"2019","LOS RÍOS","BUENA FE","9","0","2","0","11"
"2019","LOS RÍOS","MOCACHE","1","0","1","0","2"
"2019","LOS RÍOS","MONTALVO","1","0","0","0","1"
"2019","LOS RÍOS","PALENQUE","4","0","0","0","4"
"2019","LOS RÍOS","PUEBLOVIEJO","13","0","1","0","14"
"2019","LOS RÍOS","QUEVEDO","26","0","1","0","27"
"2019","LOS RÍOS","QUINSALOMA","0","1","1","0","2"
"2019","LOS RÍOS","URDANETA","3","0","1","0","4"
"2019","LOS RÍOS","VALENCIA","7","0","0","0","7"
"2019","LOS RÍOS","VENTANAS","9","0","0","0","9"
"2019","LOS RÍOS","VINCES","7","1","0","0","8"
"2019","MANABÍ","24 DE MAYO","3","0","1","0","4"
"2019","MANABÍ","BOLIVAR","5","0","0","0","5"
"2019","MANABÍ","CHONE","5","1","1","0","7"
"2019","MANABÍ","EL CARMEN","17","0","1","0","18"
"2019","MANABÍ","FLAVIO ALFARO","7","0","1","0","8"
"2019","MANABÍ","JAMA","1","0","0","0","1"
"2019","MANABÍ","JARAMIJO","4","0","0","0","4"
"2019","MANABÍ","JIPIJAPA","0","2","0","0","2"
"2019","MANABÍ","JUNIN","0","0","0","0","0"
"2019","MANABÍ","MANTA","12","0","1","0","13"
"2019","MANABÍ","MONTECRISTI","7","0","0","0","7"
"2019","MANABÍ","OLMEDO","0","0","0","0","0"
"2019","MANABÍ","PAJAN","1","0","1","0","2"
"2019","MANABÍ","PEDERNALES","2","1","1","0","4"
"2019","MANABÍ","PICHINCHA","3","0","0","0","3"
"2019","MANABÍ","PORTOVIEJO","19","1","3","0","23"
"2019","MANABÍ","PUERTO LOPEZ","0","0","0","0","0"
"2019","MANABÍ","ROCAFUERTE","1","0","0","0","1"
"2019","MANABÍ","SAN VICENTE","3","0","0","0","3"
"2019","MANABÍ","SANTA ANA","2","0","0","0","2"
"2019","MANABÍ","SUCRE","3","0","0","0","3"
"2019","MANABÍ","TOSAGUA","3","0","0","0","3"
"2019","MORONA SANTIAGO","GUALAQUIZA","1","0","0","0","1"
"2019","MORONA SANTIAGO","HUAMBOYA","0","0","0","0","0"
"2019","MORONA SANTIAGO","LIMON INDANZA","0","0","0","0","0"
"2019","MORONA SANTIAGO","LOGRONO","0","1","0","0","1"
"2019","MORONA SANTIAGO","MORONA","5","0","0","0","5"
"2019","MORONA SANTIAGO","PABLO SEXTO","0","0","0","0","0"
"2019","MORONA SANTIAGO","PALORA","0","0","0","0","0"
"2019","MORONA SANTIAGO","SAN JUAN BOSCO","0","0","0","0","0"
"2019","MORONA SANTIAGO","SANTIAGO","0","0","0","0","0"
"2019","MORONA SANTIAGO","SUCUA","1","0","0","0","1"
"2019","MORONA SANTIAGO","TAISHA","1","1","0","0","2"
"2019","MORONA SANTIAGO","TIWINTZA","0","0","0","0","0"
"2019","NAPO","ARCHIDONA","0","0","0","0","0"
"2019","NAPO","CARLOS JULIO AROSEMENA TOLA","0","0","0","0","0"
"2019","NAPO","EL CHACO","0","0","0","0","0"
"2019","NAPO","QUIJOS","0","0","0","0","0"
"2019","NAPO","TENA","0","0","2","0","2"
"2019","ORELLANA","AGUARICO","0","0","0","0","0"
"2019","ORELLANA","LA JOYA DE LOS SACHAS","4","0","0","0","4"
"2019","ORELLANA","LORETO","1","0","0","0","1"
"2019","ORELLANA","ORELLANA","2","1","1","0","4"
"2019","PASTAZA","ARAJUNO","1","0","0","0","1"
"2019","PASTAZA","MERA","1","0","0","0","1"
"2019","PASTAZA","PASTAZA","4","1","2","0","7"
"2019","PASTAZA","SANTA CLARA","0","0","0","0","0"
"2019","PICHINCHA","CAYAMBE","3","0","1","0","4"
"2019","PICHINCHA","MEJIA","1","0","2","0","3"
"2019","PICHINCHA","PEDRO MONCAYO","1","1","1","0","3"
"2019","PICHINCHA","PEDRO VICENTE MALDONADO","3","0","0","0","3"
"2019","PICHINCHA","PUERTO QUITO","3","0","0","0","3"
"2019","PICHINCHA","QUITO","42","8","85","0","135"
"2019","PICHINCHA","RUMINAHUI","2","0","1","0","3"
"2019","PICHINCHA","SAN MIGUEL DE LOS BANCOS","1","2","0","0","3"
"2019","SANTA ELENA","LA LIBERTAD","1","0","0","0","1"
"2019","SANTA ELENA","SALINAS","2","0","0","0","2"
"2019","SANTA ELENA","SANTA ELENA","4","1","0","0","5"
"2019","SANTO DOMINGO DE LOS TSÁCHILAS","LA CONCORDIA","1","0","2","0","3"
"2019","SANTO DOMINGO DE LOS TSÁCHILAS","SANTO DOMINGO","14","1","8","1","24"
"2019","SUCUMBÍOS","CASCALES","0","0","1","0","1"
"2019","SUCUMBÍOS","CUYABENO","0","1","0","0","1"
"2019","SUCUMBÍOS","GONZALO PIZARRO","0","0","0","0","0"
"2019","SUCUMBÍOS","LAGO AGRIO","19","1","2","0","22"
"2019","SUCUMBÍOS","PUTUMAYO","3","0","0","0","3"
"2019","SUCUMBÍOS","SHUSHUFINDI","1","1","1","0","3"
"2019","SUCUMBÍOS","SUCUMBIOS","0","0","0","0","0"
"2019","TUNGURAHUA","AMBATO","10","1","3","0","14"
"2019","TUNGURAHUA","BANOS DE AGUA SANTA","1","0","0","0","1"
"2019","TUNGURAHUA","CEVALLOS","0","0","0","0","0"
"2019","TUNGURAHUA","MOCHA","0","0","0","0","0"
"2019","TUNGURAHUA","PATATE","0","0","0","0","0"
"2019","TUNGURAHUA","QUERO","0","0","0","0","0"
"2019","TUNGURAHUA","SAN PEDRO DE PELILEO","2","0","0","0","2"
"2019","TUNGURAHUA","SANTIAGO DE PILLARO","0","0","0","0","0"
"2019","TUNGURAHUA","TISALEO","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","CHINCHIPE","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","EL PANGUI","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","NANGARITZA","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","PALANDA","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","PAQUISHA","0","0","1","0","1"
"2019","ZAMORA CHINCHIPE","TACUAMBI","0","0","0","0","0"
"2019","ZAMORA CHINCHIPE","YANTZAZA (YANZATZA)","0","0","1","0","1"
"2019","ZAMORA CHINCHIPE","ZAMORA","0","0","0","0","0"
"2019","ZONAS NO DELIMITADAS","EL PIEDRERO","7","0","1","0","8"
"2019","ZONAS NO DELIMITADAS","LAS GOLONDRINAS","1","0","0","0","1"
"2019","ZONAS NO DELIMITADAS","MANGA DEL CURA","1","0","0","0","1"
"2019",".TOTAL","","893","62","226","6","1,187"
